PropertyID,Bedrooms,Bathrooms,Sqft_Living,Sqft_Lot,Floors,Floor_Group,Year_Built,Sqft_Above,Sqft_Basement
2808,4,2.5,2835,6598,2,2 Floors,2002,2835,0
2809,4,1.75,1520,14417,1,1 Floor,1968,1520,0
2810,3,2.5,2190,4882,2,2 Floors,1999,2190,0
2811,5,1.75,1680,8400,1,1 Floor,1979,1680,0
2812,4,3.5,3915,6364,2,2 Floors,2014,3915,0
2813,5,2,1720,9972,1,1 Floor,1951,1720,0
2814,2,1,670,4500,1,1 Floor,1905,670,0
2815,2,3,1790,1709,2,2 Floors,2001,1400,390
2816,4,1.75,2440,11793,1,1 Floor,1950,1420,1020
2817,2,1,920,5029,1,1 Floor,1938,920,0
2818,4,1,1680,4087,1.5,1.5 Floors,1911,1680,0
2819,5,3.75,3290,6480,2,2 Floors,1938,2190,1100
2820,3,2.5,2120,6840,1,1 Floor,1984,1220,900
2821,3,1,910,6630,1,1 Floor,1912,910,0
2822,2,1,1000,4776,1,1 Floor,1942,1000,0
2823,3,2.5,2340,4273,2,2 Floors,2002,2340,0
2824,3,2,1180,1800,2,2 Floors,1994,1180,0
2825,3,2.25,2080,50965,1,1 Floor,1979,1590,490
2826,6,2.5,3760,12978,1,1 Floor,1967,2360,1400
2827,3,2.5,1480,7200,2,2 Floors,1995,1480,0
2828,3,2.75,3060,13554,2,2 Floors,1984,3060,0
2829,4,3.5,3070,4440,2,2 Floors,1922,2030,1040
2830,3,1,1170,7560,1,1 Floor,1958,1170,0
2831,5,3,2900,6730,1,1 Floor,1977,1830,1070
2832,3,2.25,2210,8000,2,2 Floors,1969,2210,0
2833,4,2,1440,7641,1,1 Floor,1943,1440,0
2834,4,1.75,1980,7350,1,1 Floor,1973,1430,550
2835,4,2.75,2060,21344,1,1 Floor,1978,1460,600
2836,3,2.25,2420,5304,1.5,1.5 Floors,1947,1640,780
2837,3,3.25,3440,4080,2,2 Floors,2005,2560,880
2838,3,1.75,1600,16510,1,1 Floor,1984,1600,0
2839,3,2.25,2210,5742,1,1 Floor,1951,1460,750
2840,4,1.75,2250,16000,1,1 Floor,1957,1450,800
2841,2,1,1680,6500,1,1 Floor,1941,1140,540
2842,3,1,1140,5395,1,1 Floor,1909,1010,130
2843,3,1.75,1430,10574,2,2 Floors,1981,1430,0
2844,3,1,1440,7107,1,1 Floor,1980,1000,440
2845,3,1,1670,5200,1,1 Floor,1977,1030,640
2846,4,4.5,3080,10550,2,2 Floors,1976,1940,1140
2847,5,3.25,4300,50405,2,2 Floors,1972,3220,1080
2848,4,3.5,3010,174240,2,2 Floors,2004,3010,0
2849,3,1.75,1560,7500,1,1 Floor,1966,1560,0
2850,4,1.75,1920,7665,1,1 Floor,1975,1500,420
2851,3,2.5,1400,4400,1,1 Floor,1930,1400,0
2852,5,2,2280,3600,2,2 Floors,1992,2280,0
2853,6,2.5,3880,5700,2,2 Floors,2003,3880,0
2854,2,1,1350,3880,1,1 Floor,1927,950,400
2855,3,1.5,1480,2700,1.5,1.5 Floors,1928,1480,0
2856,4,3,1670,1189,3,2.5+ Floors,2000,1427,243
2857,4,2.5,3400,6742,2,2 Floors,2004,3400,0
2858,3,2.5,2070,3986,2,2 Floors,1999,2070,0
2859,4,3.5,4870,39190,2,2 Floors,1995,4870,0
2860,3,2,1760,43575,1,1 Floor,1988,1160,600
2861,4,3.25,4030,57499,2,2 Floors,2002,4030,0
2862,2,1,1130,5413,1,1 Floor,1939,880,250
2863,3,1.75,1510,7700,1,1 Floor,1968,1510,0
2864,4,3.5,3110,108464,2,2 Floors,1979,3110,0
2865,3,3.25,5020,12431,2,2 Floors,1941,3420,1600
2866,2,1,740,5100,1,1 Floor,1947,740,0
2867,3,2.25,1630,10500,1,1 Floor,1974,1100,530
2868,4,1.75,2780,9900,2,2 Floors,1978,2780,0
2869,3,1.75,1990,5560,1,1 Floor,1939,1100,890
2870,4,2.75,2250,14149,2,2 Floors,1992,2250,0
2871,3,1.75,1720,37363,1,1 Floor,1974,1350,370
2872,2,1,900,423838,1,1 Floor,1925,900,0
2873,4,2.25,2360,6260,2,2 Floors,1998,2360,0
2874,3,2.25,1530,4580,2,2 Floors,2011,1530,0
2875,2,1,1450,3090,2,2 Floors,1919,1450,0
2876,3,1.75,2040,5000,1.5,1.5 Floors,1924,1780,260
2877,4,1.75,2620,11041,1.5,1.5 Floors,1962,2620,0
2878,2,2,1180,2553,2,2 Floors,2005,1180,0
2879,3,1,1110,8423,1,1 Floor,1952,1110,0
2880,3,2.25,1840,9781,2,2 Floors,1989,1840,0
2881,4,1.75,2720,7810,1,1 Floor,1952,1510,1210
2882,2,1.75,1090,1950,1,1 Floor,1982,1090,0
2883,4,1.75,1730,6500,1,1 Floor,1945,1250,480
2884,4,1.5,1170,6240,1,1 Floor,1960,1170,0
2885,4,3.75,4740,126759,2,2 Floors,1991,4740,0
2886,3,2.5,1960,8000,1,1 Floor,1977,1290,670
2887,3,2,1430,3480,1,1 Floor,1947,980,450
2888,3,2.25,2510,43995,2,2 Floors,1981,2510,0
2889,3,1.75,1420,6980,1,1 Floor,1980,820,600
2890,3,2.25,2680,175982,1,1 Floor,2004,2680,0
2891,3,1,1220,9600,1,1 Floor,1958,1220,0
2892,2,1,1070,6100,1,1 Floor,1940,1070,0
2893,3,1.75,1580,19998,1,1 Floor,1968,1580,0
2894,4,1.75,1820,6000,1,1 Floor,1942,930,890
2895,3,3.5,3590,6402,2,2 Floors,1999,3590,0
2896,3,1,1960,9583,2,2 Floors,1908,1960,0
2897,5,3.25,3160,13238,2,2 Floors,1972,3160,0
2898,4,2,2030,4033,2,2 Floors,1925,1630,400
2899,3,1.5,1240,15867,1,1 Floor,1962,1240,0
2900,5,3.25,5370,14091,2,2 Floors,1918,3850,1520
2901,5,2.5,2670,14455,2,2 Floors,1958,2670,0
2902,3,1,1640,12060,1,1 Floor,1960,1640,0
2903,4,2.25,2130,9600,1,1 Floor,1966,2130,0
2904,3,2.5,2550,4954,1.5,1.5 Floors,1924,1850,700
2905,4,2.75,3630,15405,1,1 Floor,1968,1850,1780
2906,3,1.5,1690,9708,1.5,1.5 Floors,1954,1690,0
2907,6,2,2390,8660,1.5,1.5 Floors,1925,2390,0
2908,3,3.5,2350,10739,1,1 Floor,1940,1340,1010
2909,3,3.5,1420,1217,2,2 Floors,2003,1180,240
2910,3,2.25,1570,7187,1,1 Floor,1980,1170,400
2911,3,1.75,1600,19200,1,1 Floor,1967,1600,0
2912,2,1,720,5040,1,1 Floor,1955,720,0
2913,3,1,1470,7350,1,1 Floor,1969,1470,0
2914,5,3.5,2790,16952,2,2 Floors,1991,1970,820
2915,3,1.75,1720,8102,1,1 Floor,1940,860,860
2916,3,1.75,1300,9600,1,1 Floor,1969,1300,0
2917,4,1,2520,5500,1.5,1.5 Floors,1912,1820,700
2918,4,1.5,1780,7914,1.5,1.5 Floors,1962,1780,0
2919,3,1,1200,8360,1,1 Floor,1948,1200,0
2920,4,2.5,2990,9643,2,2 Floors,2003,2990,0
2921,5,1.75,1910,5640,2,2 Floors,1906,1910,0
2922,3,1,1370,3000,1.5,1.5 Floors,1924,1370,0
2923,3,2.5,1910,4941,2,2 Floors,1999,1910,0
2924,4,1,1170,8147,1.5,1.5 Floors,1959,1170,0
2925,3,2.5,1250,864,3,2.5+ Floors,2004,1250,0
2926,5,2.5,3340,24755,2,2 Floors,2002,3340,0
2927,3,2,1380,8536,2,2 Floors,1955,1380,0
2928,1,1,780,10235,1.5,1.5 Floors,1989,780,0
2929,4,2.25,2080,8000,1,1 Floor,1964,1390,690
2930,3,1,1410,7200,2,2 Floors,1901,1410,0
2931,1,1,520,5600,1,1 Floor,1918,520,0
2932,4,3.5,3500,4080,2,2 Floors,2004,2590,910
2933,2,1,840,5265,1,1 Floor,1969,840,0
2934,3,1.75,2240,9200,1,1 Floor,1968,1440,800
2935,4,2.5,2100,5857,2,2 Floors,2002,2100,0
2936,3,1.5,1750,12500,1,1 Floor,1954,1150,600
2937,4,2.5,3130,60467,2,2 Floors,1996,3130,0
2938,3,2,1470,20000,1,1 Floor,1968,1470,0
2939,3,2,1440,5600,1,1 Floor,1942,720,720
2940,3,3,1430,1249,3,2.5+ Floors,2003,1430,0
2941,4,2.5,2170,9600,1,1 Floor,1980,1460,710
2942,3,1,1150,8050,1.5,1.5 Floors,1956,1150,0
2943,4,2.75,2170,9658,1.5,1.5 Floors,1966,2170,0
2944,4,3.5,2630,3435,1.5,1.5 Floors,1984,1640,990
2945,4,2.5,2490,40608,2,2 Floors,1997,2490,0
2946,3,1.75,1710,5000,1,1 Floor,1944,1110,600
2947,4,2.5,2130,35752,1,1 Floor,1980,1490,640
2948,3,1,940,9272,1,1 Floor,1954,940,0
2949,3,1,1400,9460,1,1 Floor,1961,1060,340
2950,4,1.75,1630,3000,1,1 Floor,1978,930,700
2951,2,1,1370,8400,1,1 Floor,1948,1370,0
2952,4,2.75,2380,15800,1,1 Floor,1957,1680,700
2953,5,1.75,2140,12058,1,1 Floor,1951,2140,0
2954,4,2.5,1970,8545,2,2 Floors,2004,1970,0
2955,3,2.75,2550,54014,2,2 Floors,1967,1980,570
2956,3,1,1080,5250,1,1 Floor,1947,1080,0
2957,3,2.25,3070,9645,2,2 Floors,1987,2110,960
2958,2,1,1470,6000,1,1 Floor,1944,900,570
2959,4,2.5,3620,42580,2,2 Floors,1984,3620,0
2960,3,1.5,1050,57499,1,1 Floor,1975,1050,0
2961,2,1,1050,403365,1,1 Floor,1905,1050,0
2962,3,1,1320,3625,2,2 Floors,1900,1320,0
2963,3,1,1210,7649,1,1 Floor,1956,1210,0
2964,3,1.5,1860,7190,2,2 Floors,1952,1860,0
2965,3,2.75,2830,505166,1,1 Floor,1962,1830,1000
2966,2,1,810,6480,1,1 Floor,1942,810,0
2967,3,1.5,1630,7475,1,1 Floor,1940,1160,470
2968,3,1,880,19600,1,1 Floor,1978,880,0
2969,4,1.75,1660,11664,1,1 Floor,1952,1010,650
2970,3,2.25,3440,10628,2,2 Floors,1985,3440,0
2971,3,1.75,2110,10454,1,1 Floor,1978,1440,670
2972,3,1,1060,12000,1,1 Floor,1952,1060,0
2973,3,2.5,1900,7984,2,2 Floors,1993,1900,0
2974,1,1,820,1060,1,1 Floor,2007,760,60
2975,4,3.5,4860,23885,2,2 Floors,1996,4860,0
2976,3,2.5,2050,3218,3,2.5+ Floors,2008,2050,0
2977,2,1.5,1090,4013,1.5,1.5 Floors,1900,1090,0
2978,2,1.5,1090,4013,1.5,1.5 Floors,1900,1090,0
2979,2,1.5,1920,6250,1,1 Floor,1937,1060,860
2980,3,2.5,1870,7942,2,2 Floors,1990,1870,0
2981,4,1.75,2690,46609,1.5,1.5 Floors,1940,2690,0
2982,3,1.75,2160,5863,1.5,1.5 Floors,1928,1260,900
2983,4,2.5,3000,10392,2,2 Floors,1995,3000,0
2984,4,3,2290,2350,2,2 Floors,1924,1610,680
2985,3,2.75,2250,9600,2.5,2.5+ Floors,1909,1830,420
2986,4,2.25,2130,8734,2,2 Floors,1961,2130,0
2987,4,2.75,2500,20000,1,1 Floor,1969,1700,800
2988,4,2.5,2300,41167,2,2 Floors,1988,2300,0
2989,3,2.5,3360,218235,1,1 Floor,1989,3360,0
2990,4,2.5,1920,9000,2,2 Floors,1989,1920,0
2991,5,1.75,2440,15143,1.5,1.5 Floors,1944,1740,700
2992,3,2.25,1440,3488,2,2 Floors,1983,1440,0
2993,3,1,1780,6840,2,2 Floors,1947,1780,0
2994,4,1.75,1490,4485,1,1 Floor,1960,1350,140
2995,3,2,1400,1657,2,2 Floors,2004,1060,340
2996,4,2.5,2150,12028,2,2 Floors,1982,2150,0
2997,4,2,1910,10200,1,1 Floor,1963,1910,0
2998,4,1.75,2660,3520,2,2 Floors,1917,2080,580
2999,3,1.75,1650,12349,1,1 Floor,1957,1650,0
3000,3,2,1980,6000,1,1 Floor,1958,1380,600
3001,4,2.75,2690,8874,1,1 Floor,1980,1370,1320
3002,3,1.75,1380,3561,1,1 Floor,1925,860,520
3003,4,2.25,2500,4046,1.5,1.5 Floors,1940,1520,980
3004,3,1.75,1590,7148,1,1 Floor,1952,1590,0
3005,4,1.5,1100,3300,1,1 Floor,1919,1100,0
3006,4,2.5,1470,1612,2,2 Floors,2003,980,490
3007,2,2,1680,4950,1,1 Floor,2006,1680,0
3008,2,2,1450,2272,1,1 Floor,1924,750,700
3009,4,2.25,2020,4840,1.5,1.5 Floors,1925,1200,820
3010,4,3.25,2470,4760,1.5,1.5 Floors,1906,1890,580
3011,3,1,1230,12201,1,1 Floor,1969,1230,0
3012,4,2.5,1850,5040,1,1 Floor,1930,1230,620
3013,2,2.5,2540,7089,2,2 Floors,2004,2540,0
3014,3,1,970,9130,1,1 Floor,1957,970,0
3015,3,1.5,1070,6601,1,1 Floor,1985,1070,0
3016,4,3,2620,18362,1,1 Floor,1956,1870,750
3017,4,2.75,2110,8190,1.5,1.5 Floors,1966,2110,0
3018,3,1.75,2110,7129,1,1 Floor,1982,1280,830
3019,5,2,1910,5508,1,1 Floor,1968,1020,890
3020,2,1,670,7844,1,1 Floor,1942,670,0
3021,4,5.5,6930,45100,1,1 Floor,1950,4310,2620
3022,3,2.75,2010,11200,1,1 Floor,1979,1360,650
3023,2,2.75,1770,10534,1,1 Floor,2003,1210,560
3024,3,1,1340,4120,1,1 Floor,1921,1040,300
3025,3,2,1660,15050,1,1 Floor,1983,1260,400
3026,4,1,1820,5500,1.5,1.5 Floors,1947,1820,0
3027,3,2.5,2510,5400,2,2 Floors,1992,2510,0
3028,3,1.5,1560,8314,1,1 Floor,1962,1560,0
3029,4,3,2280,7400,1,1 Floor,1978,1340,940
3030,3,2.5,2650,40705,2,2 Floors,1994,2650,0
3031,4,2.25,2470,7447,2,2 Floors,1984,2470,0
3032,3,0.75,1270,10092,1,1 Floor,1971,1270,0
3033,4,1,1520,7298,1.5,1.5 Floors,1960,1520,0
3034,3,1,1310,9529,1,1 Floor,1956,1310,0
3035,3,1,1310,9529,1,1 Floor,1956,1310,0
3036,4,3.5,3930,39098,2,2 Floors,1999,3930,0
3037,3,1,990,7050,1,1 Floor,1967,990,0
3038,4,1.75,2080,13629,1,1 Floor,1955,1040,1040
3039,2,1,960,4920,1,1 Floor,1942,960,0
3040,4,4.25,4070,13860,2,2 Floors,2004,4070,0
3041,4,2.5,2750,16139,2,2 Floors,1989,2750,0
3042,5,2.75,3230,13572,1,1 Floor,1965,1880,1350
3043,1,1,890,211576,1.5,1.5 Floors,1996,890,0
3044,2,1,990,4920,1,1 Floor,1931,990,0
3045,3,1,1290,3880,1.5,1.5 Floors,1919,1290,0
3046,4,2.5,2170,5257,2,2 Floors,1989,2170,0
3047,3,1,1330,10500,1,1 Floor,1963,960,370
3048,3,1,1340,13750,1,1 Floor,1955,1340,0
3049,3,2.5,2200,4544,2,2 Floors,2000,2200,0
3050,4,1.75,2520,10890,1,1 Floor,1979,1260,1260
3051,4,1,1180,13500,1.5,1.5 Floors,1950,1180,0
3052,3,1.75,2660,7800,1,1 Floor,1951,1330,1330
3053,3,1.75,1250,7030,1,1 Floor,1965,1250,0
3054,3,2.5,2270,7866,1,1 Floor,1988,2270,0
3055,2,1,1080,6250,1,1 Floor,1942,1080,0
3056,3,2.25,1620,4500,2,2 Floors,1926,1620,0
3057,3,2,940,5000,1,1 Floor,1941,880,60
3058,3,1.5,1620,9310,1,1 Floor,1967,1620,0
3059,4,2.5,2350,8001,2,2 Floors,1987,2350,0
3060,3,1.75,2090,7505,1,1 Floor,1967,2090,0
3061,3,2.25,1760,45133,2,2 Floors,1984,1760,0
3062,4,1.75,2050,10920,1,1 Floor,1974,1450,600
3063,2,1,600,4000,1,1 Floor,1933,600,0
3064,2,1,2540,7000,1,1 Floor,1942,1320,1220
3065,4,2.25,2090,10869,2,2 Floors,1970,2090,0
3066,5,3.25,2700,3650,2,2 Floors,1926,2070,630
3067,2,2.5,1410,1281,2,2 Floors,2008,1090,320
3068,2,2.5,1170,1638,2,2 Floors,2008,1170,0
3069,4,2.5,2540,6688,2,2 Floors,2002,2540,0
3070,3,1.75,2190,6000,1.5,1.5 Floors,1920,2190,0
3071,5,3.5,3890,13261,2,2 Floors,1984,2870,1020
3072,4,2.5,2030,10722,1,1 Floor,1967,1100,930
3073,3,1,1350,7085,1,1 Floor,1944,1350,0
3074,3,1.5,1940,4000,1.5,1.5 Floors,1915,1310,630
3075,2,1,1260,4000,1,1 Floor,1940,1000,260
3076,3,2,2800,10501,1,1 Floor,1954,1400,1400
3077,5,3.25,3080,13394,1,1 Floor,1968,2230,850
3078,3,1,840,6500,1,1 Floor,1969,840,0
3079,2,1,860,3300,1,1 Floor,1903,860,0
3080,6,2,2400,7684,1,1 Floor,1932,1200,1200
3081,4,2,1640,7200,1,1 Floor,1963,1640,0
3082,2,1,1060,6100,1,1 Floor,1951,1060,0
3083,2,1.75,2080,4800,1,1 Floor,1923,1080,1000
3084,4,2,2090,6630,1,1 Floor,1974,1070,1020
3085,3,1,1240,3500,1,1 Floor,1927,1240,0
3086,4,2,2030,8426,2,2 Floors,1944,2030,0
3087,2,1,1120,5250,1,1 Floor,1938,950,170
3088,3,2.5,1270,9675,2,2 Floors,1993,1270,0
3089,4,2.5,2260,5702,2,2 Floors,2002,2260,0
3090,3,2.5,1780,47480,2,2 Floors,1995,1780,0
3091,2,2,1780,3810,1.5,1.5 Floors,1922,980,800
3092,4,2.5,4080,18362,2,2 Floors,1983,4080,0
3093,3,2.5,2120,22482,1,1 Floor,1979,1360,760
3094,3,2.5,2060,7458,2,2 Floors,1989,2060,0
3095,2,1,1670,6212,1,1 Floor,1947,1670,0
3096,3,1,1080,21043,1,1 Floor,1942,1080,0
3097,2,1,1210,4895,1,1 Floor,1951,710,500
3098,3,1,990,8840,1,1 Floor,1966,990,0
3099,4,2.5,1720,9600,1,1 Floor,1961,1120,600
3100,3,2,1530,8749,1,1 Floor,1995,1530,0
3101,4,5.5,6550,217374,1,1 Floor,2006,5400,1150
3102,3,1.75,1100,9452,1,1 Floor,1942,1100,0
3103,4,2.5,3020,4950,1.5,1.5 Floors,1921,2020,1000
3104,4,3,3180,4649,2,2 Floors,1925,2070,1110
3105,4,1.75,1830,12540,1,1 Floor,1958,1130,700
3106,3,2.5,2540,8073,1,1 Floor,1937,1880,660
3107,3,2,1770,6610,1,1 Floor,1954,960,810
3108,3,1.75,1470,6682,1,1 Floor,1987,1470,0
3109,1,1,570,4080,1,1 Floor,1942,570,0
3110,3,1,960,8291,1,1 Floor,1950,960,0
3111,4,3,2940,7108,2,2 Floors,2011,2220,720
3112,3,1.5,1000,18568,1,1 Floor,1989,1000,0
3113,3,1.75,2450,8603,1,1 Floor,1940,1340,1110
3114,4,2.5,3310,5101,2,2 Floors,2005,3310,0
3115,3,2.5,1670,4308,2,2 Floors,2001,1670,0
3116,3,1.5,1620,21929,2,2 Floors,1990,1620,0
3117,3,3,2990,30869,2,2 Floors,1951,2990,0
3118,3,1.5,1240,5000,1,1 Floor,1964,1240,0
3119,2,1,670,6000,1,1 Floor,1949,670,0
3120,0,0,1470,979,3,2.5+ Floors,2006,1470,0
3121,3,1.5,1320,4400,1,1 Floor,1909,1320,0
3122,4,5.25,6110,10369,2,2 Floors,2005,6110,0
3123,3,1.75,2440,5800,1,1 Floor,1945,1320,1120
3124,4,2.5,2900,6736,2,2 Floors,2013,2900,0
3125,4,2.75,2310,5000,1.5,1.5 Floors,1908,1480,830
3126,2,1,1110,5413,1,1 Floor,1937,890,220
3127,4,3.25,4100,241322,2,2 Floors,1981,2500,1600
3128,3,1,930,9900,1.5,1.5 Floors,1910,930,0
3129,4,2.25,2420,11120,1,1 Floor,1952,1620,800
3130,4,2.25,2870,6000,1,1 Floor,1951,1730,1140
3131,3,1,1480,6750,1,1 Floor,1958,1480,0
3132,3,2.75,1960,6390,1.5,1.5 Floors,1900,1960,0
3133,3,2,1470,4640,1.5,1.5 Floors,1926,1470,0
3134,3,3.25,2460,4182,2,2 Floors,1910,2100,360
3135,4,1.75,1960,7945,1,1 Floor,1946,980,980
3136,2,1.5,1160,1103,2,2 Floors,2006,890,270
3137,3,2.5,1910,4755,2,2 Floors,1997,1910,0
3138,5,2.75,2720,4680,1.5,1.5 Floors,1913,1710,1010
3139,2,1,1020,5000,1.5,1.5 Floors,1906,1020,0
3140,2,1,900,5100,1,1 Floor,1909,900,0
3141,3,1.75,1120,10450,1,1 Floor,1973,1120,0
3142,3,2.5,2340,59058,1,1 Floor,1985,2340,0
3143,3,1.5,1410,8415,1,1 Floor,1982,780,630
3144,4,1.75,1920,4862,1,1 Floor,1919,1060,860
3145,4,1.75,1370,9993,1,1 Floor,1918,1370,0
3146,3,2.5,1590,1937,2.5,2.5+ Floors,2004,1590,0
3147,4,1.75,1850,7500,1,1 Floor,1954,1850,0
3148,3,2,1430,4200,1,1 Floor,1908,830,600
3149,3,1.75,1940,8729,1,1 Floor,1960,1460,480
3150,4,1,1270,3630,1.5,1.5 Floors,1903,1270,0
3151,3,1.5,1380,7200,1,1 Floor,1948,1080,300
3152,3,2.5,1720,4515,2,2 Floors,2005,1720,0
3153,6,3,4050,36171,2,2 Floors,1970,2620,1430
3154,4,3.25,3660,5800,2.5,2.5+ Floors,1909,3360,300
3155,3,2.25,1870,3230,2,2 Floors,1997,1870,0
3156,4,2,2230,4635,1.5,1.5 Floors,1908,1510,720
3157,4,3,2020,6000,1,1 Floor,1968,1220,800
3158,2,2.75,3690,32044,2,2 Floors,1989,3690,0
3159,2,1,1450,6380,1,1 Floor,1967,1450,0
3160,3,1.75,1630,9000,1,1 Floor,1956,1630,0
3161,3,2.5,1840,8250,1,1 Floor,1958,1340,500
3162,3,1.5,1620,7500,1,1 Floor,1949,1620,0
3163,2,1.5,1840,9000,1,1 Floor,1957,1340,500
3164,3,1,1360,73616,1,1 Floor,1971,1360,0
3165,4,1,2080,5500,1,1 Floor,1941,1040,1040
3166,4,2.25,2550,10000,1,1 Floor,1979,1560,990
3167,3,2.5,2550,8170,2,2 Floors,1985,2550,0
3168,2,1,1160,17635,1,1 Floor,1945,1160,0
3169,4,2,1760,5500,1,1 Floor,1925,780,980
3170,3,1.75,1720,4050,1,1 Floor,1906,860,860
3171,3,2.25,2300,12430,1,1 Floor,1960,1580,720
3172,4,1.75,2500,20868,1,1 Floor,1956,1600,900
3173,4,2.25,1750,10270,1.5,1.5 Floors,1968,1750,0
3174,3,2.5,1890,10190,2,2 Floors,1986,1890,0
3175,3,2.25,1800,36704,1,1 Floor,1978,1360,440
3176,3,2.5,2160,4297,2,2 Floors,1999,2160,0
3177,3,1,1380,6591,1,1 Floor,1947,1380,0
3178,2,1,1180,6000,1,1 Floor,1910,1180,0
3179,3,2.5,2550,4240,2,2 Floors,2006,2550,0
3180,2,1,1070,5000,1,1 Floor,1924,1070,0
3181,3,2.25,2870,8170,2,2 Floors,1995,2250,620
3182,3,2.5,1940,9874,2,2 Floors,1990,1940,0
3183,2,1,870,3121,1,1 Floor,1923,870,0
3184,3,2,1550,2401,2,2 Floors,1996,1550,0
3185,3,1.75,1400,5648,1.5,1.5 Floors,1917,1400,0
3186,3,1.75,1210,4400,1.5,1.5 Floors,1930,1210,0
3187,3,2.5,3430,48993,2,2 Floors,2001,3430,0
3188,3,3.25,3020,6073,2,2 Floors,1954,3020,0
3189,2,1,950,8100,1,1 Floor,1955,950,0
3190,4,2.75,3370,8103,1,1 Floor,1970,1970,1400
3191,4,1,1460,4600,1,1 Floor,1946,780,680
3192,3,1.5,1740,4200,1.5,1.5 Floors,1920,1640,100
3193,4,2,1720,6413,1,1 Floor,1950,860,860
3194,3,1.75,1480,7500,1,1 Floor,1968,1480,0
3195,5,2.5,3320,7266,2,2 Floors,2000,3320,0
3196,4,2.5,3490,9030,1.5,1.5 Floors,1969,3490,0
3197,2,1.5,1160,1648,2,2 Floors,2002,1160,0
3198,4,1.75,3010,12523,1,1 Floor,1952,1780,1230
3199,3,1,1030,4583,1,1 Floor,1967,1030,0
3200,2,1,980,5110,1,1 Floor,1939,780,200
3201,5,1.5,1990,18200,1,1 Floor,1960,1990,0
3202,2,1,1790,4000,1,1 Floor,1923,1040,750
3203,2,1,810,7980,1,1 Floor,1928,810,0
3204,5,2.25,2940,38009,1,1 Floor,1977,1700,1240
3205,4,4.25,4883,26040,2,2 Floors,2006,3859,1024
3206,4,1.5,1360,6110,1,1 Floor,1955,1010,350
3207,3,1.75,1370,19550,1,1 Floor,1978,1370,0
3208,4,2.5,2120,3220,2,2 Floors,2005,2120,0
3209,3,1.75,1240,7200,1,1 Floor,1942,1240,0
3210,4,2.5,2770,89298,2,2 Floors,2004,2770,0
3211,3,1.75,1660,5750,1,1 Floor,1909,1080,580
3212,2,2,1170,8251,1,1 Floor,1941,1170,0
3213,4,2.75,2470,7200,1,1 Floor,1940,1350,1120
3214,2,1.75,1310,3816,1,1 Floor,1929,1110,200
3215,3,2,1670,11337,1,1 Floor,1959,1670,0
3216,3,1.75,1660,10819,1,1 Floor,1942,1240,420
3217,5,3.25,3500,7254,2,2 Floors,2005,2760,740
3218,3,2.5,1440,3800,2,2 Floors,2005,1440,0
3219,4,2.75,2360,7716,1,1 Floor,1978,1390,970
3220,3,3.5,3460,15745,2,2 Floors,1986,3460,0
3221,3,1,1750,8820,1,1 Floor,1961,1750,0
3222,4,1.75,1470,4236,1.5,1.5 Floors,1946,1470,0
3223,3,1.75,1710,10950,1,1 Floor,1967,1060,650
3224,1,0.75,520,12981,1,1 Floor,1920,520,0
3225,4,2.5,2350,5835,2,2 Floors,2003,2350,0
3226,4,2.25,2380,4876,2,2 Floors,1948,2240,140
3227,3,2.25,1920,7840,2,2 Floors,1982,1920,0
3228,3,1,1580,6000,1,1 Floor,1947,1580,0
3229,3,2.75,3070,5280,2,2 Floors,1950,2360,710
3230,3,2.5,2660,13367,2,2 Floors,1992,2660,0
3231,2,1.75,1700,5000,1,1 Floor,1915,850,850
3232,4,3.25,5010,49222,2,2 Floors,1978,3710,1300
3233,4,2.25,2680,4673,2,2 Floors,1999,2680,0
3234,4,2.75,2720,4000,1.5,1.5 Floors,1928,1840,880
3235,2,1,940,15450,1,1 Floor,1926,940,0
3236,6,2.5,3596,13700,1,1 Floor,1964,1798,1798
3237,2,2.25,1240,1172,2,2 Floors,2008,1000,240
3238,5,4,4660,9900,2,2 Floors,1979,2600,2060
3239,4,1.75,1710,7200,1,1 Floor,1975,910,800
3240,2,1,930,7550,1,1 Floor,1986,930,0
3241,3,2.25,1430,9150,1,1 Floor,1984,1070,360
3242,3,2.75,1650,5700,2,2 Floors,1988,1650,0
3243,3,2.25,1560,12000,1,1 Floor,1968,1110,450
3244,3,2.5,1870,9825,1,1 Floor,1994,1250,620
3245,3,2,1320,7625,1,1 Floor,1987,1320,0
3246,4,2,1400,4690,1.5,1.5 Floors,1945,1400,0
3247,3,1.5,1940,8951,1,1 Floor,1958,1300,640
3248,5,2,2000,3000,1.5,1.5 Floors,1931,1200,800
3249,3,1,1640,18144,1.5,1.5 Floors,1942,1640,0
3250,3,1,1020,7650,1,1 Floor,1919,1020,0
3251,3,1.75,1630,9450,1,1 Floor,1977,1080,550
3252,4,2.5,2940,35996,2,2 Floors,1995,2940,0
3253,5,4.5,2120,8944,2,2 Floors,1939,2120,0
3254,1,1,790,2400,1,1 Floor,1918,790,0
3255,4,1.75,2020,6200,1,1 Floor,1948,1010,1010
3256,3,1.75,1530,7238,1,1 Floor,1959,1530,0
3257,4,3.75,3250,10949,2,2 Floors,1930,2940,310
3258,4,3.75,2930,3200,1.5,1.5 Floors,1925,2130,800
3259,3,3.75,3150,8550,2,2 Floors,2007,3150,0
3260,3,2.5,2180,40278,2,2 Floors,1985,2180,0
