PropertyID,Price,GradeGroup,Grade,Waterfront_Label,View,Condition,Zipcode,Year_Renovated
2567,499000, Average ,7,No,0,3,98122,2014
2568,603500, Good ,8,No,0,5,98006,0
2569,530000, Good ,8,No,2,3,98126,0
2570,895000, Good ,8,No,0,4,98004,0
2571,267345, Average ,7,No,0,4,98023,0
2572,275000, Good ,8,No,0,3,98045,0
2573,439950, Average ,7,No,0,3,98019,0
2574,455000, Average ,7,No,0,4,98029,0
2575,630000, Average ,7,No,0,3,98115,0
2576,690000, Good ,9,No,0,3,98029,0
2577,212000, Average ,7,No,0,4,98023,0
2578,231500, Average ,7,No,0,4,98030,0
2579,1237500, Excellent ,10,No,0,4,98053,0
2580,378500, Good ,9,No,0,4,98092,0
2581,482000, Good ,9,No,0,3,98038,0
2582,695000, Average ,7,No,0,3,98103,0
2583,965000, Excellent ,10,No,0,3,98052,0
2584,675000, Good ,8,No,0,4,98199,0
2585,387000, Average ,7,No,0,3,98034,0
2586,347500, Good ,8,No,0,3,98058,0
2587,385000, Good ,8,No,0,3,98166,2004
2588,265000, Below Average ,6,No,0,3,98126,0
2589,406000, Average ,7,No,0,3,98115,0
2590,134000, Average ,7,No,0,3,98014,2003
2591,415000, Average ,7,No,0,5,98103,0
2592,375000, Average ,7,No,0,3,98034,0
2593,620000, Good ,8,No,0,3,98074,0
2594,337500, Average ,7,No,0,3,98038,0
2595,565000, Average ,7,No,0,4,98005,0
2596,399500, Average ,7,No,0,3,98045,1986
2597,1065000, Good ,8,No,0,3,98004,0
2598,352500, Good ,8,No,0,3,98056,0
2599,259000, Average ,7,No,0,3,98030,0
2600,320000, Average ,7,No,0,3,98106,0
2601,733000, Good ,9,No,0,4,98052,0
2602,381500, Average ,7,No,0,5,98115,0
2603,343000, Average ,7,No,0,4,98118,0
2604,205500, Below Average ,6,No,0,5,98022,0
2605,525000, Average ,7,No,0,5,98075,0
2606,300000, Below Average ,6,No,2,5,98056,0
2607,299000, Below Average ,6,No,0,3,98077,0
2608,561000, Good ,8,No,0,3,98029,0
2609,450000, Average ,7,No,0,3,98144,0
2610,540000, Good ,8,No,0,3,98052,0
2611,379000, Good ,8,No,0,3,98045,0
2612,230000, Average ,7,No,0,4,98198,0
2613,399950, Good ,8,No,0,4,98042,0
2614,355000, Good ,8,No,0,3,98042,0
2615,580000, Good ,8,No,0,3,98008,0
2616,700000, Average ,7,No,0,4,98144,0
2617,279900, Average ,7,No,1,4,98198,0
2618,210000, Below Average ,6,No,0,3,98178,1989
2619,1165000, Excellent ,10,No,0,3,98122,0
2620,290300, Below Average ,6,No,0,4,98055,0
2621,1599950, Excellent ,11,No,0,3,98006,0
2622,490000, Average ,7,No,0,3,98125,0
2623,606000, Good ,9,No,0,3,98027,0
2624,359950, Below Average ,6,No,0,3,98133,0
2625,677100, Excellent ,10,No,0,3,98074,0
2626,465000, Average ,7,No,0,4,98074,0
2627,4500000, Excellent ,12,Yes,4,3,98155,0
2628,500000, Good ,8,No,0,4,98038,0
2629,455000, Average ,7,No,0,4,98155,0
2630,705000, Average ,7,No,0,4,98115,0
2631,420000, Good ,8,No,0,4,98177,0
2632,169575, Average ,7,No,0,3,98003,0
2633,250000, Average ,7,No,0,3,98003,0
2634,530000, Average ,7,No,0,5,98034,0
2635,590000, Good ,8,No,0,5,98027,0
2636,257500, Average ,7,No,0,3,98042,0
2637,415000, Good ,8,No,0,3,98125,0
2638,536000, Average ,7,No,0,3,98107,0
2639,246500, Average ,7,No,0,4,98031,0
2640,395000, Good ,8,No,0,3,98034,0
2641,739000, Good ,8,No,0,4,98052,0
2642,1272000, Excellent ,11,No,0,3,98005,0
2643,190000, Average ,7,No,0,4,98003,0
2644,305000, Average ,7,No,0,3,98168,0
2645,925000, Good ,8,No,0,4,98028,0
2646,895000, Excellent ,10,No,0,3,98040,0
2647,656000, Good ,8,No,0,3,98115,0
2648,560000, Average ,7,No,0,3,98117,0
2649,610000, Good ,9,No,0,3,98074,0
2650,645000, Good ,9,No,0,3,98075,0
2651,259000, Good ,8,No,0,3,98001,0
2652,980000, Excellent ,10,No,0,3,98033,0
2653,872000, Good ,9,No,0,4,98177,0
2654,1000000, Good ,9,No,2,4,98040,0
2655,900000, Good ,8,No,0,3,98033,2012
2656,475000, Average ,7,No,0,4,98103,0
2657,350000, Good ,8,No,0,4,98042,0
2658,840000, Good ,9,No,3,3,98117,0
2659,500000, Good ,8,No,0,3,98006,0
2660,202500, Average ,7,No,0,3,98148,0
2661,523000, Good ,8,No,0,3,98027,0
2662,225000, Average ,7,No,0,3,98001,0
2663,418200, Average ,7,No,1,3,98198,0
2664,356500, Average ,7,No,0,3,98028,0
2665,670000, Average ,7,No,0,4,98103,0
2666,456150, Average ,7,No,0,5,98155,0
2667,471000, Good ,8,No,0,3,98045,0
2668,558000, Good ,8,No,0,3,98116,0
2669,1380000, Excellent ,11,No,2,3,98006,0
2670,161500, Average ,7,No,0,5,98002,0
2671,311000, Average ,7,No,0,3,98034,0
2672,470000, Good ,8,No,0,4,98034,0
2673,569000, Good ,8,No,0,5,98108,0
2674,689000, Good ,9,No,0,3,98029,0
2675,271900, Average ,7,No,0,3,98045,0
2676,278000, Average ,7,No,0,3,98030,0
2677,820000, Good ,8,No,0,4,98112,0
2678,399500, Average ,7,No,0,4,98056,0
2679,462000, Good ,9,No,0,4,98008,0
2680,347500, Average ,7,No,0,3,98042,0
2681,562100, Average ,7,No,0,3,98107,0
2682,230000, Below Average ,6,No,0,3,98058,0
2683,687000, Good ,8,No,0,5,98033,0
2684,725786, Excellent ,10,No,0,3,98075,0
2685,315500, Average ,7,No,0,4,98072,0
2686,312000, Average ,7,No,0,3,98146,2013
2687,343000, Good ,8,No,0,3,98133,0
2688,385195, Below Average ,6,No,0,3,98144,0
2689,415000, Good ,8,No,0,4,98059,0
2690,461000, Below Average ,6,No,0,4,98033,0
2691,369990, Average ,7,No,0,3,98056,0
2692,349950, Average ,7,No,0,3,98019,0
2693,285750, Good ,8,No,0,3,98055,0
2694,542500, Good ,8,No,0,3,98005,0
2695,830000, Good ,9,No,0,3,98053,0
2696,705000, Good ,8,No,0,4,98034,0
2697,615000, Good ,8,No,0,3,98117,0
2698,184500, Below Average ,6,No,0,3,98178,0
2699,412000, Average ,7,No,0,3,98122,0
2700,250000, Average ,7,No,0,3,98168,0
2701,580000, Average ,7,No,0,3,98105,0
2702,220000, Below Average ,6,No,0,5,98055,0
2703,675000, Good ,8,No,0,4,98033,0
2704,373500, Average ,7,No,0,3,98107,0
2705,662700, Average ,7,No,0,3,98118,0
2706,239950, Below Average ,6,No,0,4,98168,0
2707,383000, Average ,7,No,0,4,98052,0
2708,485000, Average ,7,No,0,4,98028,0
2709,610000, Good ,8,No,0,5,98075,0
2710,545000, Average ,7,No,0,3,98116,0
2711,780000, Good ,8,No,0,5,98112,0
2712,305000, Good ,8,No,0,3,98055,0
2713,405000, Average ,7,No,0,3,98074,0
2714,1110000, Excellent ,11,No,4,3,98065,0
2715,273000, Below Average ,6,No,0,4,98058,0
2716,326500, Average ,7,No,0,3,98072,0
2717,365000, Average ,7,No,0,5,98056,0
2718,1000750, Excellent ,10,No,0,3,98004,0
2719,422500, Average ,7,No,0,3,98117,0
2720,354450, Good ,8,No,0,3,98001,0
2721,320000, Average ,7,No,0,4,98077,0
2722,223000, Average ,7,No,0,3,98032,0
2723,410000, Average ,7,No,0,3,98053,0
2724,438000, Below Average ,6,No,0,4,98144,0
2725,390000, Average ,7,No,0,3,98199,0
2726,298500, Average ,7,No,0,3,98092,0
2727,749999, Excellent ,10,No,0,3,98006,0
2728,779000, Good ,8,No,1,3,98115,0
2729,570000, Good ,8,No,2,3,98034,0
2730,385000, Below Average ,6,No,0,3,98144,0
2731,649000, Good ,8,No,0,5,98033,0
2732,283000, Average ,7,No,0,3,98168,0
2733,699900, Average ,7,No,0,3,98008,0
2734,278500, Average ,7,No,0,3,98058,0
2735,700000, Good ,8,No,0,3,98052,0
2736,535000, Good ,9,No,0,3,98045,0
2737,234500, Average ,7,No,0,3,98168,0
2738,374150, Average ,7,No,0,4,98133,0
2739,397000, Good ,8,No,0,3,98198,0
2740,613000, Good ,8,No,0,3,98008,0
2741,1150000, Good ,8,No,0,4,98004,0
2742,595000, Average ,7,No,0,3,98115,0
2743,340000, Good ,8,No,0,3,98030,0
2744,388000, Good ,9,No,0,3,98038,0
2745,404000, Average ,7,No,0,3,98166,2014
2746,810000, Good ,8,No,1,4,98115,0
2747,405000, Good ,9,No,0,3,98058,0
2748,726000, Good ,9,No,0,3,98075,0
2749,266000, Average ,7,No,0,4,98030,0
2750,722500, Good ,8,No,1,5,98177,0
2751,352000, Good ,8,No,0,3,98001,0
2752,265000, Average ,7,No,0,4,98198,0
2753,856000, Good ,9,No,0,3,98116,0
2754,346950, Good ,8,No,0,4,98038,0
2755,866059, Good ,9,No,0,3,98006,0
2756,410000, Average ,7,No,0,3,98065,0
2757,370000, Average ,7,No,0,3,98045,0
2758,230000, Average ,7,No,0,4,98022,0
2759,400000, Average ,7,No,0,3,98117,0
2760,172000, Average ,7,No,0,4,98023,0
2761,615000, Good ,8,No,0,4,98007,0
2762,860000, Excellent ,10,No,0,3,98075,0
2763,555000, Average ,7,No,0,5,98116,0
2764,579000, Good ,8,No,0,5,98103,0
2765,385000, Average ,7,No,0,3,98034,0
2766,420000, Average ,7,No,0,3,98011,0
2767,645000, Average ,7,No,0,5,98103,0
2768,549950, Good ,8,No,0,3,98133,0
2769,678000, Good ,8,No,1,5,98033,0
2770,199000, Average ,7,No,0,3,98178,0
2771,604000, Average ,7,No,0,4,98040,0
2772,268000, Average ,7,No,0,5,98059,0
2773,960000, Excellent ,10,No,0,3,98074,0
2774,509250, Average ,7,No,0,4,98052,0
2775,416000, Good ,8,No,0,3,98034,0
2776,190000, Average ,7,No,0,3,98003,0
2777,212000, Average ,7,No,0,4,98003,0
2778,325900, Good ,8,No,0,3,98023,0
2779,560000, Good ,8,No,0,3,98136,0
2780,275000, Average ,7,No,0,4,98030,0
2781,665000, Good ,8,No,2,3,98059,0
2782,1505000, Good ,9,No,0,3,98144,2010
2783,375000, Average ,7,No,0,3,98106,2006
2784,359950, Average ,7,No,0,3,98126,0
2785,340000, Average ,7,No,0,3,98198,0
2786,401000, Average ,7,No,0,4,98177,0
2787,669000, Below Average ,6,No,3,4,98166,0
2788,638500, Good ,8,No,0,3,98052,0
2789,545000, Average ,7,No,0,5,98144,0
2790,524000, Average ,7,No,0,3,98034,0
2791,1610000, Excellent ,10,No,0,3,98040,0
2792,280000, Below Average ,6,No,0,3,98126,0
2793,828000, Good ,8,No,0,4,98006,0
2794,223000, Average ,7,No,0,4,98023,0
2795,1289000, Good ,9,No,2,3,98033,0
2796,750000, Average ,7,No,0,3,98019,0
2797,430000, Average ,7,No,0,3,98125,0
2798,711000, Below Average ,6,No,0,5,98040,0
2799,310000, Good ,8,No,0,3,98042,0
2800,415000, Good ,8,No,0,3,98178,0
2801,274900, Average ,7,No,0,3,98030,0
2802,525000, Good ,8,No,0,4,98027,0
2803,179500, Average ,7,No,0,3,98092,0
2804,478000, Good ,8,No,0,3,98115,2014
2805,195000, Average ,7,No,0,3,98042,0
2806,385000, Good ,8,No,0,3,98058,0
2807,401000, Average ,7,No,0,3,98011,0
2808,522000, Good ,8,No,0,3,98038,0
2809,330000, Average ,7,No,0,4,98065,0
2810,503000, Good ,9,No,0,3,98155,0
2811,175000, Average ,7,No,0,4,98003,0
2812,963990, Good ,9,No,0,3,98053,0
2813,845000, Good ,8,No,0,4,98004,0
2814,157500, Below Average ,5,No,0,3,98108,0
2815,450000, Average ,7,No,0,3,98144,0
2816,925000, Good ,8,No,4,3,98115,0
2817,600000, Average ,7,No,0,4,98115,0
2818,709000, Average ,7,No,0,3,98103,0
2819,1385000, Excellent ,10,No,0,5,98199,0
2820,248000, Average ,7,No,0,3,98092,0
2821,245000, Below Average ,6,No,0,4,98103,0
2822,332000, Below Average ,6,No,0,4,98108,0
2823,459950, Average ,7,No,0,3,98065,0
2824,425000, Good ,8,No,2,3,98122,0
2825,460000, Good ,8,No,0,3,98077,0
2826,838300, Good ,9,No,0,3,98117,0
2827,256000, Average ,7,No,0,5,98010,0
2828,864000, Excellent ,10,No,0,3,98006,0
2829,900000, Good ,9,No,0,3,98116,2007
2830,145600, Below Average ,6,No,0,3,98058,0
2831,865000, Good ,8,No,0,5,98115,0
2832,250250, Good ,8,No,0,4,98023,0
2833,162000, Below Average ,5,No,0,4,98056,0
2834,450000, Average ,7,No,0,3,98034,0
2835,675500, Good ,8,No,0,2,98005,0
2836,697000, Average ,7,No,0,5,98115,0
2837,1324050, Good ,9,No,0,3,98105,0
2838,490000, Good ,8,No,0,3,98052,0
2839,590000, Good ,8,No,0,3,98115,0
2840,280000, Good ,8,No,0,3,98023,0
2841,515000, Average ,7,No,0,4,98136,0
2842,576000, Average ,7,No,0,4,98115,0
2843,375000, Average ,7,No,0,3,98011,0
2844,478000, Average ,7,No,0,4,98052,0
2845,282000, Average ,7,No,0,5,98042,0
2846,1400000, Good ,8,No,3,3,98040,2007
2847,593500, Good ,8,No,0,3,98027,0
2848,724950, Good ,9,No,0,3,98045,0
2849,306000, Good ,8,No,0,4,98056,0
2850,341000, Good ,8,No,0,4,98058,0
2851,399950, Average ,7,No,0,3,98106,2014
2852,534000, Average ,7,No,0,3,98122,0
2853,635000, Average ,7,No,0,3,98053,0
2854,350000, Below Average ,6,No,0,3,98103,0
2855,856000, Average ,7,No,0,3,98112,0
2856,582000, Good ,8,No,0,3,98122,0
2857,799000, Good ,9,No,0,3,98052,0
2858,423700, Good ,8,No,0,3,98065,0
2859,1835000, Excellent ,12,No,0,3,98006,0
2860,322000, Average ,7,No,0,3,98010,0
2861,929000, Good ,9,No,0,3,98053,0
2862,443000, Average ,7,No,0,3,98115,0
2863,441500, Average ,7,No,0,3,98034,0
2864,875000, Good ,8,No,2,4,98075,0
2865,3600000, Excellent ,10,Yes,4,3,98144,2002
2866,450000, Average ,7,No,0,4,98115,0
2867,425000, Average ,7,No,0,3,98034,0
2868,660000, Excellent ,10,No,0,4,98074,0
2869,763101, Average ,7,No,0,4,98105,0
2870,499000, Good ,9,No,0,3,98019,0
2871,521000, Good ,8,No,0,4,98053,0
2872,302000, Below Average ,6,No,2,5,98022,0
2873,293000, Average ,7,No,0,3,98038,0
2874,335000, Average ,7,No,0,3,98019,0
2875,499000, Average ,7,No,0,3,98103,1987
2876,600000, Average ,7,No,0,3,98115,0
2877,720000, Good ,9,No,0,4,98005,0
2878,195000, Below Average ,6,No,0,3,98038,0
2879,249000, Average ,7,No,0,3,98166,0
2880,334000, Average ,7,No,0,3,98019,0
2881,599950, Good ,8,No,0,3,98115,0
2882,149900, Good ,8,No,0,4,98198,0
2883,700000, Average ,7,No,0,3,98115,0
2884,525000, Below Average ,6,No,0,4,98040,0
2885,1049000, Excellent ,10,No,0,4,98027,0
2886,402000, Average ,7,No,0,4,98034,0
2887,450000, Average ,7,No,0,3,98103,0
2888,520000, Good ,8,No,0,3,98027,0
2889,205000, Average ,7,No,0,5,98023,0
2890,635000, Good ,9,No,0,3,98038,0
2891,210500, Average ,7,No,0,5,98001,0
2892,406650, Below Average ,6,No,0,3,98126,0
2893,350000, Average ,7,No,0,4,98010,0
2894,425000, Average ,7,No,0,3,98115,0
2895,798000, Excellent ,10,No,0,3,98074,0
2896,180000, Below Average ,5,No,0,2,98056,0
2897,1250000, Good ,8,No,0,5,98040,0
2898,435000, Average ,7,No,0,4,98133,0
2899,355000, Average ,7,No,0,3,98034,0
2900,3000000, Excellent ,10,No,0,3,98004,2008
2901,685000, Good ,9,No,0,5,98155,0
2902,311000, Average ,7,No,0,4,98059,0
2903,305000, Average ,7,No,0,4,98031,0
2904,675000, Average ,7,No,0,4,98144,0
2905,769000, Good ,8,No,2,4,98040,0
2906,430000, Average ,7,No,0,5,98006,0
2907,516250, Average ,7,No,0,4,98011,0
2908,760000, Average ,7,No,2,5,98125,0
2909,579950, Good ,8,No,0,3,98115,0
2910,476000, Good ,8,No,0,4,98133,0
2911,510000, Average ,7,No,0,4,98034,0
2912,205000, Below Average ,6,No,0,3,98106,0
2913,240000, Average ,7,No,0,3,98032,0
2914,738000, Excellent ,10,No,2,3,98166,0
2915,420000, Below Average ,6,No,0,5,98125,0
2916,455000, Average ,7,No,0,4,98052,0
2917,765000, Good ,8,No,0,5,98144,0
2918,372000, Average ,7,No,0,4,98059,0
2919,160000, Below Average ,6,No,0,2,98118,0
2920,772000, Good ,9,No,0,3,98074,0
2921,1125000, Good ,9,No,0,4,98112,0
2922,479000, Average ,7,No,0,3,98103,0
2923,570000, Good ,8,No,0,3,98075,0
2924,350000, Below Average ,6,No,0,3,98125,0
2925,353000, Good ,8,No,0,3,98115,0
2926,699000, Excellent ,10,No,0,3,98038,0
2927,265000, Average ,7,No,0,4,98148,0
2928,167000, Below Average ,6,No,0,3,98014,0
2929,500000, Good ,8,No,0,3,98008,0
2930,700000, Below Average ,6,No,0,4,98144,0
2931,295000, Below Average ,6,No,0,3,98116,0
2932,1010000, Good ,9,No,2,3,98115,0
2933,209000, Below Average ,6,No,0,5,98042,0
2934,276000, Average ,7,No,0,4,98001,0
2935,380000, Good ,8,No,0,3,98059,0
2936,315000, Average ,7,No,0,3,98024,0
2937,685530, Good ,9,No,0,3,98014,0
2938,254600, Average ,7,No,0,4,98002,0
2939,230000, Below Average ,6,No,0,4,98056,2007
2940,335000, Good ,8,No,0,3,98103,0
2941,550000, Average ,7,No,0,3,98052,0
2942,123300, Average ,7,No,0,4,98032,0
2943,275436, Average ,7,No,0,3,98030,0
2944,325000, Average ,7,No,3,3,98188,0
2945,635000, Good ,9,No,0,3,98053,0
2946,513000, Average ,7,No,0,4,98107,0
2947,580000, Good ,8,No,0,3,98075,0
2948,225000, Average ,7,No,0,3,98148,0
2949,265000, Average ,7,No,0,3,98168,0
2950,313000, Average ,7,No,0,3,98144,0
2951,296000, Average ,7,No,0,3,98133,0
2952,655500, Good ,8,No,0,3,98007,2001
2953,250750, Good ,8,No,0,4,98002,0
2954,438000, Good ,8,No,0,3,98059,0
2955,590000, Good ,8,No,0,4,98072,0
2956,329500, Average ,7,No,0,4,98133,0
2957,1195000, Excellent ,10,No,0,3,98006,0
2958,415000, Below Average ,6,No,0,3,98199,0
2959,900000, Excellent ,10,No,0,3,98052,0
2960,378000, Average ,7,No,0,3,98024,0
2961,474000, Below Average ,6,No,3,5,98022,0
2962,464000, Average ,7,No,0,3,98122,0
2963,310000, Average ,7,No,0,4,98155,0
2964,580000, Average ,7,No,1,5,98177,0
2965,999000, Good ,8,Yes,3,4,98070,0
2966,510000, Below Average ,6,No,0,5,98199,0
2967,650000, Average ,7,No,1,3,98115,0
2968,196000, Average ,7,No,0,4,98023,0
2969,220000, Below Average ,6,No,0,3,98168,0
2970,855000, Excellent ,10,No,2,3,98006,0
2971,483000, Good ,8,No,0,4,98028,0
2972,400000, Average ,7,No,0,3,98133,0
2973,435000, Good ,8,No,0,3,98011,0
2974,219500, Good ,8,No,0,3,98126,0
2975,2950000, Excellent ,12,No,0,3,98039,0
2976,427000, Average ,7,No,0,3,98133,0
2977,430000, Average ,7,No,0,3,98103,0
2978,685000, Average ,7,No,0,3,98103,0
2979,495000, Average ,7,No,0,3,98199,0
2980,299950, Average ,7,No,0,3,98001,0
2981,390000, Average ,7,No,0,3,98146,0
2982,385000, Average ,7,No,0,4,98144,0
2983,740000, Good ,9,No,0,3,98027,0
2984,991700, Good ,9,No,1,3,98116,2011
2985,765000, Good ,9,No,0,4,98122,1991
2986,802000, Good ,8,No,2,4,98006,0
2987,950000, Good ,8,No,0,4,98004,0
2988,392000, Average ,7,No,0,3,98042,0
2989,590000, Good ,8,No,0,3,98014,0
2990,425000, Average ,7,No,0,2,98126,0
2991,765000, Good ,8,No,4,4,98146,0
2992,313500, Average ,7,No,0,4,98034,0
2993,320000, Below Average ,6,No,0,4,98125,0
2994,604000, Good ,8,No,0,3,98199,0
2995,570000, Good ,8,No,0,3,98112,0
2996,639000, Good ,8,No,0,4,98052,0
2997,335000, Average ,7,No,0,4,98059,0
2998,896000, Good ,8,No,0,4,98115,0
2999,259500, Average ,7,No,0,3,98188,0
3000,637000, Average ,7,No,0,4,98115,0
3001,307450, Good ,8,No,0,3,98023,0
3002,535000, Average ,7,No,0,4,98117,0
3003,669500, Average ,7,No,0,4,98117,0
3004,259000, Average ,7,No,0,3,98166,0
3005,441000, Average ,7,No,0,1,98122,0
3006,228800, Average ,7,No,0,3,98118,0
3007,530000, Good ,8,No,0,3,98053,0
3008,524000, Below Average ,6,No,0,4,98112,0
3009,430000, Good ,8,No,0,5,98126,0
3010,1325000, Good ,9,No,0,5,98112,0
3011,210000, Average ,7,No,0,3,98042,0
3012,449000, Average ,7,No,0,3,98126,2013
3013,945000, Good ,9,No,0,3,98116,0
3014,200450, Below Average ,6,No,0,3,98188,0
3015,219950, Below Average ,6,No,0,3,98002,0
3016,659500, Good ,8,No,0,4,98006,0
3017,746000, Good ,8,No,0,5,98008,0
3018,540000, Good ,8,No,0,3,98052,0
3019,485000, Average ,7,No,0,3,98133,0
3020,202000, Below Average ,6,No,0,3,98126,0
3021,2525000, Excellent ,11,No,0,4,98006,1991
3022,502000, Good ,8,No,0,3,98028,0
3023,279000, Good ,8,No,0,3,98001,0
3024,409500, Average ,7,No,0,4,98103,0
3025,453000, Average ,7,No,0,3,98034,0
3026,367000, Below Average ,6,No,0,3,98106,0
3027,550000, Good ,9,No,0,3,98056,0
3028,273500, Average ,7,No,0,3,98031,0
3029,505000, Average ,7,No,0,3,98125,0
3030,770000, Good ,9,No,0,3,98053,0
3031,565000, Good ,8,No,0,3,98155,0
3032,316000, Average ,7,No,0,5,98077,0
3033,160000, Average ,7,No,0,3,98198,0
3034,170000, Average ,7,No,0,3,98198,0
3035,235000, Average ,7,No,0,3,98198,0
3036,1799000, Excellent ,12,No,0,3,98005,0
3037,310000, Average ,7,No,0,3,98034,0
3038,285000, Average ,7,No,0,4,98178,0
3039,280000, Below Average ,6,No,0,3,98117,0
3040,2298000, Excellent ,10,No,3,3,98040,0
3041,763776, Good ,9,No,0,3,98075,0
3042,530000, Good ,8,No,2,3,98166,0
3043,362000, Average ,7,No,0,3,98019,0
3044,430000, Below Average ,6,No,0,3,98117,0
3045,456500, Average ,7,No,0,4,98117,0
3046,445000, Average ,7,No,0,3,98115,0
3047,386900, Average ,7,No,0,3,98034,0
3048,479000, Average ,7,No,0,4,98006,0
3049,525000, Good ,8,No,0,3,98065,0
3050,272000, Average ,7,No,0,3,98023,0
3051,517000, Average ,7,No,0,3,98125,0
3052,615000, Good ,8,No,0,4,98117,0
3053,439000, Average ,7,No,0,3,98008,0
3054,716000, Excellent ,10,No,0,4,98029,0
3055,308000, Average ,7,No,2,4,98118,1968
3056,800000, Good ,8,No,0,4,98119,0
3057,575000, Average ,7,No,0,3,98117,0
3058,219950, Average ,7,No,0,4,98042,0
3059,770000, Good ,8,No,0,4,98006,0
3060,424950, Average ,7,No,0,3,98034,0
3061,387000, Average ,7,No,0,3,98065,0
3062,790000, Good ,8,No,3,3,98155,0
3063,156000, Below Average ,5,No,0,3,98146,0
3064,580000, Good ,8,No,0,5,98118,0
3065,490000, Good ,8,No,0,3,98033,0
3066,950000, Good ,9,No,2,3,98144,2014
3067,400000, Good ,8,No,0,3,98126,0
3068,325000, Good ,8,No,0,3,98133,0
3069,365000, Good ,9,No,0,3,98092,0
3070,255000, Average ,7,No,0,4,98002,0
3071,985000, Good ,9,No,1,3,98125,0
3072,595000, Average ,7,No,0,3,98115,0
3073,427500, Average ,7,No,0,5,98125,0
3074,728000, Good ,8,No,0,3,98112,0
3075,549950, Average ,7,No,0,3,98117,0
3076,650000, Average ,7,No,0,3,98125,0
3077,1125000, Good ,9,No,2,4,98033,0
3078,203000, Below Average ,6,No,0,5,98042,0
3079,311000, Below Average ,6,No,0,5,98118,0
3080,387500, Below Average ,6,No,0,3,98028,2005
3081,370000, Average ,7,No,0,3,98155,0
3082,228000, Below Average ,6,No,0,3,98125,0
3083,740000, Average ,7,No,0,5,98117,0
3084,200000, Average ,7,No,0,3,98178,0
3085,660000, Average ,7,No,0,4,98103,0
3086,275000, Average ,7,No,0,3,98168,0
3087,708000, Average ,7,No,0,3,98199,0
3088,280000, Good ,8,No,0,3,98045,0
3089,325000, Good ,8,No,0,3,98042,0
3090,495000, Average ,7,No,0,3,98045,0
3091,691000, Average ,7,No,0,3,98119,0
3092,2288000, Excellent ,11,No,2,4,98004,0
3093,329500, Average ,7,No,0,5,98001,0
3094,348000, Good ,9,No,0,3,98023,0
3095,425000, Average ,7,No,0,4,98125,0
3096,210000, Below Average ,6,No,0,3,98106,0
3097,285000, Below Average ,6,No,0,3,98126,0
3098,222000, Below Average ,6,No,0,3,98023,0
3099,200000, Average ,7,No,0,3,98092,0
3100,247500, Average ,7,No,0,3,98023,0
3101,1500000, Excellent ,11,No,0,3,98058,0
3102,190000, Below Average ,6,No,0,3,98146,0
3103,975000, Good ,9,No,0,4,98112,0
3104,1130000, Good ,9,No,0,4,98105,0
3105,283200, Good ,8,No,0,4,98003,0
3106,650000, Good ,8,No,0,4,98177,0
3107,449500, Average ,7,No,0,4,98133,0
3108,400000, Average ,7,No,0,3,98034,0
3109,89950, Below Average ,5,No,0,3,98146,0
3110,158800, Below Average ,6,No,0,3,98146,0
3111,870000, Good ,9,No,1,3,98136,0
3112,196000, Below Average ,6,No,0,3,98001,0
3113,850000, Good ,8,No,0,5,98199,0
3114,775000, Good ,9,No,0,3,98052,0
3115,483500, Good ,8,No,0,3,98027,0
3116,387000, Average ,7,No,0,3,98019,0
3117,900000, Excellent ,10,No,0,3,98155,2003
3118,336000, Average ,7,No,2,3,98106,0
3119,415000, Below Average ,6,No,0,5,98118,0
3120,380000, Good ,8,No,2,3,98133,0
3121,350000, Below Average ,6,No,0,3,98112,0
3122,1320000, Excellent ,11,No,0,3,98059,0
3123,765000, Good ,8,No,3,4,98199,0
3124,527000, Good ,8,No,0,3,98059,0
3125,524000, Good ,8,No,0,5,98118,0
3126,448000, Below Average ,6,No,0,3,98115,0
3127,775000, Good ,9,No,0,3,98072,0
3128,176500, Below Average ,5,No,0,4,98032,0
3129,750000, Good ,8,No,2,4,98146,0
3130,1265000, Good ,8,No,0,5,98112,0
3131,250000, Average ,7,No,0,3,98146,0
3132,759000, Good ,8,No,2,5,98122,0
3133,640000, Average ,7,No,0,4,98199,0
3134,990000, Good ,8,No,0,5,98115,0
3135,395000, Average ,7,No,0,4,98125,0
3136,275000, Average ,7,No,0,3,98133,0
3137,390000, Good ,8,No,0,3,98059,0
3138,752500, Good ,8,No,0,4,98107,0
3139,450000, Below Average ,6,No,0,4,98107,0
3140,473000, Average ,7,No,0,4,98117,0
3141,178500, Average ,7,No,0,3,98045,0
3142,485000, Good ,8,No,0,3,98038,0
3143,215000, Average ,7,No,0,4,98023,0
3144,589000, Average ,7,No,0,5,98116,0
3145,325000, Below Average ,6,No,0,3,98028,0
3146,580000, Good ,8,No,0,3,98116,0
3147,181100, Average ,7,No,0,3,98198,0
3148,345000, Average ,7,No,0,4,98199,0
3149,781000, Good ,8,No,0,3,98125,0
3150,402500, Average ,7,No,0,3,98122,0
3151,426000, Average ,7,No,0,3,98106,0
3152,389000, Average ,7,No,0,3,98065,0
3153,670000, Good ,8,No,0,4,98027,0
3154,1506000, Excellent ,10,No,0,3,98112,1995
3155,288400, Average ,7,No,0,3,98056,0
3156,700000, Average ,7,No,0,5,98103,0
3157,830000, Good ,8,No,0,3,98199,2015
3158,1899000, Excellent ,12,Yes,4,3,98166,0
3159,350500, Average ,7,No,0,3,98115,0
